# frame_id,track_id,center_x,center_y
150,1,903.0,645.0
160,1,903.0,647.0
170,1,929.0,545.5
180,1,931.0,661.0
190,1,931.0,661.0
200,1,923.0,661.0
210,1,911.0,662.0
220,1,894.0,656.0
230,1,884.0,660.0
240,1,893.0,668.0
250,1,910.0,676.0
260,1,921.0,686.0
270,1,928.0,693.0
280,1,931.0,698.0
290,1,938.0,698.0
300,1,951.0,697.0
310,1,972.0,697.0
320,1,981.0,694.0
330,1,974.0,687.0
340,1,955.0,670.0
350,1,923.0,637.0
360,1,889.0,600.0
370,1,872.0,564.0
380,1,872.0,555.0
390,1,881.0,555.0
400,1,890.0,558.0
410,1,906.0,564.0
420,1,931.0,558.0
430,1,965.0,549.0
440,1,998.0,536.0
450,1,1023.0,533.0
460,1,1043.0,538.0
470,1,1036.0,546.0
480,1,1012.0,549.0
490,1,978.0,549.0
500,1,944.0,554.0
510,1,920.0,563.0
520,1,913.0,564.0
530,1,921.0,567.0
540,1,934.5,580.0
550,1,956.0,588.0
560,1,968.0,607.0
570,1,960.0,626.0
580,1,942.0,639.0
590,1,931.0,661.0
600,1,940.0,681.0
610,1,965.0,674.0
620,1,981.0,658.0
630,1,982.0,623.0
640,1,969.0,564.0
650,1,944.0,514.0
660,1,926.0,492.0
670,1,930.0,496.0
680,1,966.0,517.0
690,1,1008.0,542.0
700,1,1047.0,540.0
710,1,1080.0,543.0
720,1,1109.0,574.0
730,1,1123.0,626.0
740,1,1107.0,681.0
750,1,1077.0,728.0
760,1,1032.0,680.0
770,1,983.0,627.0
780,1,940.0,598.0
790,1,907.0,551.0
800,1,906.0,507.0
810,1,913.5,480.5
820,1,908.0,502.0
830,1,898.0,546.5
840,1,928.0,590.5
850,1,990.0,615.5
860,1,1038.5,604.0
870,1,1059.5,558.0
880,1,1064.0,540.0
890,1,1022.5,556.5
900,1,947.0,581.5
910,1,867.5,596.0
920,1,799.0,640.5
930,1,756.0,694.0
940,1,757.5,720.5
950,1,798.5,711.5
960,1,849.5,696.0
970,1,876.5,696.0
980,1,869.5,685.0
990,1,861.0,694.0
1000,1,877.0,698.5
1010,1,912.5,687.5
1020,1,947.5,659.5
1030,1,958.5,610.0
1040,1,948.0,538.0
1050,1,922.0,515.5
1060,1,908.5,532.5
1070,1,918.0,581.0
1080,1,935.5,645.0
1090,1,930.5,639.5
1100,1,908.0,605.5
1110,1,886.5,596.0
1120,1,884.5,598.5
1130,1,886.5,608.5
1140,1,861.5,619.0
1150,1,811.5,635.0
1160,1,750.0,617.5
1170,1,704.0,582.0
1180,1,675.0,573.0
1190,1,682.0,559.5
1200,1,697.0,538.5
1210,1,696.5,537.0
1220,1,685.0,545.5
1230,1,683.5,514.0
1240,1,702.5,489.5
1250,1,728.5,492.0
1260,1,734.5,499.5
1270,1,723.5,509.0
1280,1,710.0,524.5
1290,1,703.5,539.0
1300,1,720.5,549.0
1310,1,764.5,527.0
1320,1,811.0,488.0
1330,1,846.0,465.5
1340,1,865.0,452.0
1350,1,886.5,463.0
1360,1,901.5,466.5
1370,1,907.0,477.5
1380,1,919.5,489.0
1390,1,939.0,482.0
1400,1,955.5,476.5
1410,1,951.0,497.0
1420,1,913.5,510.5
1430,1,873.0,529.0
1440,1,854.0,557.0
1450,1,865.5,561.5
1460,1,885.5,549.5
1470,1,906.0,527.0
1480,1,919.5,506.0
1490,1,935.5,490.0
1500,1,956.0,480.5
1510,1,971.0,464.5
1520,1,972.5,462.0
1530,1,972.0,487.5
1540,1,981.5,495.5
1550,1,987.5,487.0
1560,1,980.5,463.0
1570,1,935.5,440.0
1580,1,923.5,446.0
1590,1,912.0,461.5
1600,1,899.5,465.5
1610,1,883.0,478.5
1620,1,883.0,516.0
1630,1,895.0,514.0
1640,1,910.0,506.0
1650,1,919.0,503.0
1660,1,926.0,481.0
1670,1,930.0,475.0
1680,1,937.0,483.0
1690,1,924.0,512.0
1700,1,906.0,609.0
1710,1,890.5,693.0
1720,1,882.0,699.5
1730,1,893.0,680.5
1740,1,926.0,660.5
1750,1,955.0,659.0
1760,1,975.0,663.0
1770,1,979.0,641.0
1780,1,956.0,628.0
