# frame_id,track_id,center_x,center_y
150,1,904.5,745.0
160,1,880.0,740.0
170,1,867.5,723.5
180,1,874.5,699.0
190,1,888.5,678.5
200,1,899.5,654.0
210,1,899.5,646.0
220,1,906.5,637.5
230,1,922.5,636.5
240,1,940.0,637.0
250,1,949.0,635.0
260,1,950.0,631.0
270,1,956.0,620.0
280,1,976.0,608.5
290,1,997.5,585.5
300,1,1005.0,559.5
310,1,1000.5,534.5
320,1,1004.5,523.0
330,1,1022.5,519.0
340,1,1050.5,524.0
350,1,1073.5,538.5
360,1,1069.0,550.0
370,1,1048.0,574.5
380,1,1007.5,607.5
390,1,952.5,622.0
400,1,910.5,621.5
410,1,903.0,567.5
420,1,918.0,502.5
430,1,942.5,474.5
440,1,968.0,481.0
450,1,979.0,500.5
460,1,990.5,517.5
470,1,991.0,532.5
480,1,967.5,536.5
490,1,936.5,530.0
500,1,912.5,548.5
510,1,902.0,563.0
520,1,899.0,581.5
530,1,902.0,588.0
540,1,913.0,589.0
550,1,928.5,587.5
560,1,952.0,579.0
570,1,984.0,578.0
580,1,1015.0,563.0
590,1,1043.0,544.0
600,1,1060.0,526.0
610,1,1062.0,548.0
620,1,1062.0,606.0
630,1,1070.0,670.0
640,1,1074.0,665.0
650,1,1069.0,626.0
660,1,1056.0,613.0
670,1,1039.0,592.0
680,1,1005.0,580.0
690,1,943.0,592.0
700,1,876.0,602.0
710,1,835.0,614.0
720,1,801.0,624.0
730,1,752.0,618.0
740,1,700.0,600.0
750,1,700.0,560.5
760,1,747.5,505.0
770,1,788.0,465.0
780,1,811.5,436.0
790,1,840.5,435.5
800,1,879.0,442.5
810,1,933.5,442.0
820,1,974.5,450.5
830,1,988.5,445.0
840,1,980.0,459.0
850,1,970.0,518.0
860,1,950.0,576.0
870,1,910.0,599.0
880,1,869.5,615.0
890,1,839.5,628.0
900,1,823.5,606.5
910,1,833.0,592.5
920,1,873.0,587.5
930,1,949.5,565.5
940,1,1006.0,545.5
950,1,1017.0,534.5
960,1,999.5,520.5
970,1,989.5,522.5
980,1,988.0,523.5
990,1,965.0,548.5
1000,1,928.5,616.5
1010,1,906.5,693.0
1020,1,896.0,693.5
1030,1,886.0,615.5
1040,1,883.5,571.0
1050,1,885.5,555.5
1060,1,875.5,547.0
1070,1,853.5,540.5
1080,1,841.5,561.5
1090,1,844.0,575.0
1100,1,864.0,606.0
1110,1,884.5,636.5
1120,1,902.0,661.5
1130,1,908.0,680.0
1140,1,898.0,676.0
1150,1,899.5,669.5
1160,1,934.5,660.5
1170,1,994.0,635.5
1180,1,1054.5,604.0
1190,1,1068.5,570.5
1200,1,1028.0,552.0
1210,1,990.0,573.0
1220,1,967.0,588.0
1230,1,940.0,583.0
1240,1,921.5,575.0
1250,1,915.5,616.0
1260,1,908.0,657.0
1270,1,896.0,673.5
1280,1,886.5,691.0
1290,1,885.0,662.0
1300,1,906.5,601.0
1310,1,935.0,570.0
1320,1,956.0,576.5
1330,1,993.5,569.5
1340,1,998.5,580.5
1350,1,1003.0,598.0
1360,1,1027.5,610.0
1370,1,1045.0,637.5
1380,1,1068.0,692.0
1390,1,1101.0,751.0
1400,1,1118.0,742.0
1410,1,1128.5,661.5
1420,1,1148.5,571.0
1430,1,1150.5,510.5
1440,1,1156.0,501.0
1450,1,1129.5,532.0
1460,1,1051.5,541.5
1470,1,953.0,541.0
1480,1,894.0,558.0
1490,1,875.0,568.0
1500,1,880.5,545.0
1510,1,887.5,517.5
1520,1,904.5,531.0
1530,1,951.0,546.0
1540,1,1029.0,559.0
1550,1,1083.0,558.5
1560,1,1077.5,504.0
1570,1,1028.5,402.5
1580,1,959.0,333.5
1590,1,910.5,368.5
1600,1,873.5,473.0
1610,1,822.0,603.5
1620,1,780.5,727.5
1630,1,789.5,792.0
1640,1,844.5,789.5
1650,1,904.0,757.0
1660,1,966.0,774.0
1670,1,979.0,819.5
1680,1,1015.0,799.5
1690,1,1042.0,804.5
1700,1,1069.0,796.5
1710,1,1062.0,785.0
1720,1,1042.0,753.5
1730,1,1039.0,693.0
1740,1,1023.0,633.5
1750,1,1015.0,550.0
1760,1,994.0,507.5
1770,1,992.5,535.0
1780,1,988.0,568.5
1790,1,949.0,591.0
1800,1,896.5,595.0
