# frame_id,track_id,center_x,center_y
150,1,911.5,733.0
160,1,925.0,713.5
170,1,972.0,680.5
180,1,1025.0,637.0
190,1,1050.5,616.0
200,1,994.0,603.0
210,1,980.0,601.0
220,1,1007.0,604.0
230,1,1060.5,607.5
240,1,1119.5,619.5
250,1,1158.5,658.0
260,1,1174.5,665.0
270,1,1181.5,671.5
280,1,1156.5,654.5
290,1,1110.5,622.5
300,1,1065.0,607.0
310,1,1031.5,603.0
320,1,1028.0,612.5
330,1,1091.5,629.0
340,1,1136.0,602.5
350,1,1077.5,521.0
360,1,1003.5,518.0
370,1,964.0,547.5
380,1,1023.5,564.5
390,1,1033.0,540.5
400,1,1009.5,525.0
410,1,982.5,536.5
420,1,933.0,566.0
430,1,879.0,589.5
440,1,875.5,613.5
450,1,916.0,629.5
460,1,947.0,620.5
470,1,1012.0,593.0
480,1,1038.0,565.5
490,1,1058.0,554.5
500,1,1072.5,569.5
510,1,1060.5,562.5
520,1,1026.0,567.5
530,1,994.0,544.5
540,1,986.0,595.0
550,1,915.0,652.0
560,1,947.0,703.0
570,1,961.5,624.5
580,1,981.0,591.0
590,1,963.0,607.0
600,1,940.0,620.0
610,1,957.0,631.0
620,1,957.0,616.0
630,1,950.0,597.0
640,1,983.0,591.0
650,1,1000.0,557.0
660,1,1016.0,552.0
670,1,1013.0,547.0
680,1,1017.0,570.0
690,1,1027.0,607.0
700,1,1038.0,659.0
710,1,1040.0,724.0
720,1,1024.0,774.0
730,1,975.5,767.0
740,1,929.5,724.0
750,1,897.0,691.5
760,1,898.0,683.5
770,1,986.5,659.5
780,1,1042.0,598.5
790,1,1070.5,583.5
800,1,1082.5,591.5
810,1,1128.5,631.0
820,1,1140.5,638.5
830,1,1140.0,620.0
840,1,1156.5,597.5
850,1,1155.5,573.5
860,1,1147.0,558.5
870,1,1142.0,560.0
880,1,1103.5,585.5
890,1,1077.0,602.5
900,1,1018.5,590.0
910,1,957.5,566.5
920,1,926.0,582.0
930,1,949.5,635.0
940,1,981.0,665.5
950,1,1023.5,644.5
960,1,1036.0,611.0
970,1,1038.0,598.0
980,1,997.5,520.5
990,1,964.5,470.0
1000,1,933.0,460.0
1010,1,900.0,457.0
1020,1,858.5,495.5
1030,1,861.5,510.5
1040,1,879.5,486.0
1050,1,903.0,478.0
1060,1,916.0,475.0
1070,1,941.5,520.0
1080,1,958.0,573.0
1090,1,966.5,631.0
1100,1,957.0,631.0
1110,1,903.0,593.0
1120,1,815.0,588.0
1130,1,790.0,620.0
1140,1,802.0,654.0
1150,1,835.0,669.0
1160,1,883.0,672.0
1170,1,935.0,680.0
1180,1,1002.0,661.0
1190,1,1067.0,658.0
1200,1,1136.0,650.0
1210,1,1183.0,651.0
1220,1,1192.0,677.0
1230,1,1197.0,688.0
1240,1,1140.0,705.0
1250,1,1128.0,742.0
1260,1,1113.0,799.0
1270,1,1111.0,817.0
1280,1,1053.0,809.0
1290,1,1011.0,783.0
1300,1,1013.0,745.0
1310,1,973.0,694.0
1320,1,936.0,692.0
1330,1,990.0,687.0
1340,1,1059.0,668.5
1350,1,1098.0,663.0
1360,1,1118.5,631.5
1370,1,1132.5,615.5
1380,1,1121.5,601.5
1390,1,1062.0,589.0
1400,1,999.0,601.0
1410,1,961.0,653.0
1420,1,939.0,684.0
1430,1,926.0,700.0
1440,1,931.0,683.0
1450,1,937.0,643.0
1460,1,956.0,589.0
1470,1,972.0,568.0
1480,1,981.0,571.0
1490,1,989.0,581.0
1500,1,982.0,620.0
1510,1,963.0,658.0
1520,1,921.0,700.0
1530,1,925.0,693.0
1540,1,944.0,695.0
1550,1,962.0,732.0
1560,1,979.0,814.0
1570,1,997.0,881.0
1580,1,1007.0,864.0
1590,1,979.0,844.0
1600,1,953.0,842.0
1610,1,937.0,855.0
1620,1,936.0,840.0
1630,1,912.0,784.0
1640,1,876.0,726.0
