# frame_id,track_id,center_x,center_y
150,1,723.0,472.0
160,1,671.0,480.0
170,1,626.0,488.0
180,1,588.0,494.0
190,1,553.0,504.0
200,1,539.0,510.0
210,1,562.0,506.0
220,1,635.0,482.0
230,1,732.0,456.0
240,1,825.0,445.0
250,1,906.0,458.0
260,1,970.0,472.0
270,1,1005.0,485.0
280,1,1015.0,483.0
290,1,1004.0,480.0
300,1,971.0,487.0
310,1,922.0,492.0
320,1,880.0,489.0
330,1,847.0,474.0
340,1,821.0,464.0
350,1,807.0,461.0
360,1,820.0,453.0
370,1,851.0,443.0
380,1,886.0,413.0
390,1,922.0,377.0
400,1,958.0,381.0
410,1,959.0,422.0
420,1,916.0,447.0
430,1,856.0,457.0
440,1,805.0,483.0
450,1,777.0,514.0
460,1,786.0,537.0
470,1,815.0,541.0
480,1,857.0,527.0
490,1,890.0,528.0
500,1,920.0,546.0
510,1,930.0,558.0
520,1,934.0,600.0
530,1,944.0,649.0
540,1,970.0,679.0
550,1,999.0,676.0
560,1,1035.0,640.0
570,1,1070.0,590.0
580,1,1082.0,551.0
590,1,1082.0,534.0
600,1,1073.0,520.0
610,1,1065.0,483.0
620,1,1082.0,470.0
630,1,1098.0,465.0
640,1,1101.0,495.0
650,1,1102.0,571.0
660,1,1096.0,581.0
670,1,1106.0,553.0
680,1,1129.0,524.0
690,1,1147.0,467.0
700,1,1145.0,395.0
710,1,1122.0,347.0
720,1,1098.0,343.0
730,1,1089.0,341.0
740,1,1079.0,317.0
750,1,1069.0,313.0
760,1,1038.0,331.0
770,1,1012.0,357.0
780,1,1016.0,392.0
790,1,1010.0,422.0
800,1,988.0,478.0
810,1,982.0,549.0
820,1,972.0,628.0
830,1,926.0,575.0
840,1,882.0,525.0
850,1,881.0,515.0
860,1,904.0,514.0
870,1,935.0,529.0
880,1,975.0,538.0
890,1,1025.0,549.0
900,1,1077.0,529.0
910,1,1100.0,502.0
920,1,1099.0,498.0
930,1,1096.0,524.0
940,1,1062.0,501.0
950,1,1013.0,477.0
960,1,961.0,470.0
970,1,906.0,459.0
980,1,848.0,428.0
990,1,783.0,367.0
1000,1,725.0,350.0
1010,1,720.0,383.0
1020,1,815.0,389.0
1030,1,944.0,377.0
1040,1,1025.0,387.0
1050,1,1013.0,437.0
1060,1,975.0,453.0
1070,1,983.0,434.0
1080,1,1033.0,424.0
1090,1,1059.0,459.0
1100,1,1046.0,547.0
1110,1,1024.0,573.0
1120,1,1009.0,569.0
1130,1,1066.0,521.0
1140,1,1167.0,440.0
1150,1,1262.0,371.0
1160,1,1305.0,376.0
1170,1,1261.0,427.0
1180,1,1149.0,491.0
1190,1,1063.0,545.0
1200,1,1048.0,586.0
1210,1,1046.0,625.0
1220,1,993.0,664.0
1230,1,926.0,695.0
1240,1,886.0,704.0
1250,1,913.0,659.0
1260,1,976.0,576.0
1270,1,1040.0,477.0
1280,1,1079.0,388.0
1290,1,1091.0,339.0
1300,1,1100.0,304.0
1310,1,1105.0,290.0
1320,1,1099.0,310.0
1330,1,1083.0,332.0
1340,1,1082.0,362.0
1350,1,1063.0,362.0
1360,1,1036.0,382.0
1370,1,1024.0,397.0
1380,1,1048.0,376.0
1390,1,1076.0,368.0
1400,1,1109.0,363.0
1410,1,1148.0,362.0
1420,1,1176.0,356.0
1430,1,1173.0,375.0
1440,1,1170.0,354.0
1450,1,1170.0,364.0
1460,1,1180.0,381.0
1470,1,1195.0,382.0
1480,1,1193.0,405.0
1490,1,1164.0,396.0
1500,1,1117.0,352.0
1510,1,1138.0,320.0
1520,1,1198.0,348.0
1530,1,1252.0,427.0
1540,1,1311.0,482.0
1550,1,1328.0,499.0
1560,1,1277.0,508.0
1570,1,1166.0,505.0
