# frame_id,track_id,center_x,center_y
150,1,962.0,662.0
160,1,1217.0,258.0
170,1,1207.0,253.0
180,1,1193.5,252.5
190,1,1185.5,252.5
200,1,1188.5,252.0
210,1,1203.5,254.5
220,1,1225.5,261.5
230,1,1252.0,269.5
240,1,1262.0,279.5
250,1,965.0,623.0
260,1,1277.5,290.0
270,1,1297.5,298.0
280,1,1318.5,310.0
290,1,1310.5,322.0
300,1,1284.5,333.0
310,1,1251.0,342.5
320,1,1216.0,348.0
330,1,1188.5,347.0
340,1,1178.0,346.5
350,1,980.0,614.0
360,1,1128.5,360.0
370,1,1099.0,389.0
380,1,1089.0,405.0
390,1,1084.0,403.5
400,1,1089.0,389.0
410,1,1083.5,384.5
420,1,1070.5,389.0
430,1,1050.5,404.0
440,1,1037.5,414.5
450,1,1092.0,575.0
460,1,988.0,411.5
470,1,975.0,447.0
480,1,969.0,510.0
490,1,965.5,590.5
500,1,952.5,597.0
510,1,935.5,588.5
520,1,894.5,593.5
530,1,831.0,603.5
540,1,778.5,623.5
550,1,1031.0,541.0
560,1,706.0,655.5
570,1,675.0,664.5
580,1,643.5,677.5
590,1,612.0,697.5
600,1,601.5,724.5
610,1,633.0,734.0
620,1,675.5,751.0
630,1,707.0,788.5
640,1,721.5,792.0
650,1,725.5,767.0
660,1,715.0,737.0
670,1,739.0,670.0
680,1,820.0,601.5
690,1,927.5,564.0
700,1,1018.5,574.5
710,1,1093.0,575.5
720,1,1138.5,568.5
730,1,1166.5,543.5
740,1,1177.5,538.0
750,1,1202.0,563.5
760,1,1200.5,611.0
770,1,1152.0,678.0
780,1,1069.0,743.0
790,1,974.0,710.5
800,1,919.0,677.0
810,1,927.5,654.0
820,1,959.5,644.0
830,1,979.5,619.5
840,1,982.5,606.0
850,1,985.0,607.5
860,1,968.0,612.0
870,1,924.5,611.5
880,1,857.0,608.0
890,1,789.5,594.0
900,1,755.5,566.5
910,1,774.0,533.0
920,1,806.5,507.5
930,1,832.0,498.5
940,1,841.0,529.0
950,1,853.5,569.5
960,1,899.0,565.0
970,1,935.0,541.0
980,1,931.5,522.0
990,1,886.5,507.0
1000,1,837.5,513.0
1010,1,814.0,551.0
1020,1,824.5,596.0
1030,1,866.5,617.0
1040,1,888.0,646.5
1050,1,886.5,651.5
1060,1,887.0,652.5
1070,1,927.0,632.0
1080,1,963.0,619.5
1090,1,988.5,592.0
1100,1,979.0,592.5
1110,1,955.0,617.5
1120,1,1015.5,627.0
1130,1,1107.0,587.5
1140,1,1147.5,531.0
1150,1,1143.5,476.0
1160,1,1115.5,431.5
1170,1,1103.0,395.0
1180,1,1077.0,375.0
1190,1,1046.0,407.0
1200,1,1002.5,445.0
1210,1,968.5,485.5
1220,1,953.5,520.0
1230,1,944.5,562.0
1240,1,933.0,573.0
1250,1,932.5,573.0
1260,1,955.5,660.0
1270,1,1001.5,732.5
1280,1,1021.5,758.0
1290,1,1025.0,761.5
1300,1,1026.0,754.0
1310,1,1038.5,759.0
1320,1,1063.5,768.5
1330,1,1097.5,765.5
1340,1,1125.5,725.0
1350,1,1139.5,673.5
1360,1,1103.5,619.5
1370,1,1057.5,586.5
1380,1,1002.5,569.5
1390,1,1002.5,569.5
